Address,Price
"71 Broomhall Crescent, Edinburgh, EH12 7PG","£277,277  on 22 July 2024"
"31 Newtoft Street, Edinburgh, EH17 8RF","£50,000  on 22 July 2024"
"6 Devon Gardens, Edinburgh, EH12 5HA","£892,068  on 22 July 2024"
"16/5 Royston Mains Street, Edinburgh, EH5 1LB","£150,000  on 22 July 2024"
"8 Oxgangs Loan, Edinburgh, EH13 9JN","£210,000  on 22 July 2024"
"Flat 6, 19 Shrubhill Walk, Edinburgh, EH7 4FH","£335,000  on 22 July 2024,£307,500  on 27 August 2020"
"Flat 3, 26 Anderson Place, Edinburgh, EH6 5FR","£223,000  on 22 July 2024"
"30 East Farm Of Gilmerton, Edinburgh, EH17 8TG","£215,000  on 22 July 2024"
"61 Dean Path, Edinburgh, EH4 3AT","£975,000  on 22 July 2024"
"17/3 Roseburn Maltings, Edinburgh, EH12 5LJ","£313,210  on 22 July 2024"
"5 Comely Bank, Edinburgh, EH4 1AN","£1,400,000  on 22 July 2024"
"41/1, North Castle Street, Edinburgh, EH2 3BN","£865,000  on 22 July 2024"
"3 Corbiewynd, Edinburgh, EH15 3RP","£173,500  on 22 July 2024"
"33 Newtoft Street, Edinburgh, EH17 8RF","£50,000  on 22 July 2024"
"46 India Street, Edinburgh, EH3 6HJ","£1,075,000  on 22 July 2024"
"2 Crewe Grove, Edinburgh, EH5 2JY","£185,000  on 22 July 2024"
"10/6, Restalrig House, 22 Restalrig Gardens, Edinburgh, EH7 6HY","£69,907  on 22 July 2024"
"4/2, Cadiz Street, Edinburgh, EH6 7BH","£219,000  on 22 July 2024,£215,000  on 18 May 2023"
"76/1, Bonaly Rise, Edinburgh, EH13 0QX","£234,000  on 22 July 2024"
"2 Rona Avenue, Edinburgh, EH17 8GN","£650,123  on 22 July 2024"
"39b Caledonian Crescent, Edinburgh, EH11 2AQ","£178,200  on 22 July 2024"
"7 Tanfield, Edinburgh, EH3 5DA","£282,200  on 22 July 2024"
"Flat 4, 8 Flaxmill Place, Edinburgh, EH6 5QW","£258,100  on 22 July 2024,£215,753  on 13 March 2020"
"23 Glenvarloch Crescent, Edinburgh, EH16 6AP","£160,000  on 19 July 2024"
"48/14, North Junction Street, Edinburgh, EH6 6HP","£124,500  on 19 July 2024"
"7 Greenbank Terrace, Edinburgh, EH10 6ER","£540,000  on 19 July 2024"
"5/1, Parkgrove View, Edinburgh, EH4 7QW","£140,012  on 19 July 2024"
"63 Hillpark Avenue, Edinburgh, EH4 7AL","£880,000  on 19 July 2024"
"109/13, Broughton Road, Edinburgh, EH7 4EQ","£172,000  on 19 July 2024"
"21/10, Viewforth Terrace, Edinburgh, EH10 4LJ","£325,000  on 19 July 2024"
"81/5, Telford Road, Edinburgh, EH4 2SB","£140,000  on 19 July 2024"
"91/13, Albert Street, Edinburgh, EH7 5LY","£190,500  on 19 July 2024,£155,000  on 22 May 2020"
"40 North Gyle Grove, Edinburgh, EH12 8JZ","£455,000  on 19 July 2024,£367,555  on 30 November 2020"
"10/6, Hyvot Park, Edinburgh, EH17 8PS","£154,000  on 19 July 2024"
"1 Monkwood Court, Edinburgh, EH9 2DY","£370,000  on 19 July 2024"
"Flat 1, 34, Stanwell Street, Edinburgh, EH6 5FQ","£200,000  on 19 July 2024"
"22 Craw Yard Drive, Edinburgh, EH12 9LU","£268,000  on 19 July 2024,£260,000  on 24 June 2022"
"2A, Dick Place, Edinburgh, EH9 2JN","£760,000  on 19 July 2024"
"41 Main Street, Newton, Broxburn, West Lothian, EH52 6QE","£250,000  on 19 July 2024,£220,000  on 30 October 2020"
"14 Dorset Place, Edinburgh, EH11 1JG","£390,000  on 19 July 2024"
"120/7 Willowbrae Road, Edinburgh, EH8 7HW","£260,150  on 19 July 2024"
"13 Weavers Knowe Crescent, Currie, Midlothian, EH14 5PJ","£230,000  on 19 July 2024"
"2F1, 114 Lauriston Place, Edinburgh, EH3 9HX","£400,000  on 19 July 2024"
"Flat 3, 34 Simpson Loan, Edinburgh, EH3 9GF","£430,000  on 19 July 2024"
"17/1 Howe Street, Edinburgh, EH3 6TE","£685,750  on 19 July 2024"
"2F2, 7 Montpelier Terrace, Edinburgh, EH10 4NE","£295,000  on 19 July 2024"
"24/8 Springfield Street, Edinburgh, EH6 5DE","£262,000  on 19 July 2024"
"9 Pilton Drive, Edinburgh, EH5 2HH","£150,000  on 19 July 2024"
"545/9 Lanark Road, Juniper Green, Midlothian, EH14 5DE","£185,000  on 19 July 2024"
"55 Baroque Drive, Danderhall, Dalkeith, EH22 1PA","£445,995  on 19 July 2024"
"5 Dryden Gardens, Edinburgh, EH7 4PP","£400,112  on 19 July 2024"
"Flat 1, 20 Donaldson Crescent, Edinburgh, EH12 5FD","£1,280,000  on 19 July 2024"
"4/7, Dicksonfield, Edinburgh, EH7 5ND","£250,000  on 19 July 2024"
"167/19, Slateford Road, Edinburgh, EH14 1PB","£205,000  on 19 July 2024"
"18 Mortonhall Park Crescent, Edinburgh, EH17 8SY","£419,000  on 19 July 2024"
"59 Parkhead Drive, Edinburgh, EH11 4SP","£180,000  on 19 July 2024"
"67 Whitehill Gardens, Musselburgh, EH21 6PH","£220,000  on 19 July 2024"
"5/3, Old Fishmarket Close, Edinburgh, EH1 1AE","£247,500  on 19 July 2024"
"99 Constitution Street, Edinburgh, EH6 7AE","£416,100  on 19 July 2024"
"69/4, Promenade, Edinburgh, EH15 2DX","£450,000  on 19 July 2024"
"3 Blackie Road, Edinburgh, EH6 7NA","£245,050  on 19 July 2024,£227,555  on 27 May 2022"
"10/11, Ardmillan Place, Edinburgh, EH11 2JU","£242,500  on 19 July 2024,£200,000  on 20 August 2021"
"21/4, Craigend Park, Edinburgh, EH16 5XX","£245,000  on 19 July 2024,£235,000  on 14 June 2021"
"4/2 Dun-Ard Garden, Edinburgh, EH9 2HZ","£320,000  on 19 July 2024"
"Flat 18, 13 Arneil Drive, Edinburgh, EH5 2GS","£263,444  on 19 July 2024"
"35/3, Duke Street, Edinburgh, EH6 8HH","£245,000  on 19 July 2024"
"Flat 8, 16 Fishwives Causeway, Edinburgh, EH15 1DH","£253,000  on 19 July 2024"
"20/5 Boat Green, Edinburgh, EH3 5LW","£230,000  on 19 July 2024"
"Flat 19, 7 Western Harbour View, Edinburgh, EH6 6PF","£242,500  on 19 July 2024"
"43, St. Patrick Square, Edinburgh, EH8 9ET","£245,000  on 19 July 2024"
"14 East Farm of Gilmerton, Edinburgh, EH17 8TG","£217,500  on 19 July 2024"
"46 Hillview Cottages, Ratho, Newbridge, Midlothian, EH28 8RF","£180,000  on 19 July 2024"
"21/1 Jessfield Terrace, Edinburgh, EH6 4JR","£360,000  on 19 July 2024,£355,355  on 15 November 2019"
"9 Montpelier, Edinburgh, EH10 4LZ","£327,500  on 19 July 2024,£281,250  on 29 May 2024"
"10/7 Dalry Gait, Edinburgh, EH11 2AU","£325,000  on 19 July 2024,£270,000  on 11 September 2020"
"4/11 East Pilton Farm Avenue, Edinburgh, EH5 2GA","£244,499  on 19 July 2024"
"17/2, Roseburn Terrace, Edinburgh, EH12 5NG","£326,500  on 19 July 2024"
"72 Trafalgar Lane, Edinburgh, EH6 4DQ","£274,000  on 19 July 2024,£245,000  on 20 April 2020"
"17/3 Gorgie Park Close, Edinburgh, EH14 1NQ","£150,000  on 19 July 2024,£135,000  on 16 September 2022"
"12/8 Craigend Park, Edinburgh, EH16 5XX","£205,000  on 19 July 2024"
"5/5, Mcleod Street, Edinburgh, EH11 2NJ","£138,138  on 19 July 2024"
"39 Eildon Street, Edinburgh, EH3 5JX","£376,205  on 19 July 2024"
"9 Marionville Medway, Edinburgh, EH7 6AN","£220,000  on 19 July 2024"
"46 Ravelston Dykes, Edinburgh, EH4 3JB","£1,000,000  on 19 July 2024"
"22 Wisp Green, Edinburgh, EH15 3QX","£370,000  on 19 July 2024"
"8 Relugas Gardens, Edinburgh, EH9 2PU","£370,000  on 19 July 2024"
"16 Belmont Road, Juniper Green, EH14 5DY","£195,000  on 19 July 2024"
"85/1, Craiglockhart Terrace, Edinburgh, EH14 1BA","£165,000  on 19 July 2024"
"Gleddoch, 13 Netherby Road, Edinburgh, EH5 3LW","£550,000  on 19 July 2024"
"24 Alnwickhill Loan, Edinburgh, EH16 6YB","£250,000  on 19 July 2024"
"12/2 Figgate Court, Figgate Street, Edinburgh, EH15 1HL","£183,000  on 19 July 2024"
"131 Candlemaker's Park, Edinburgh, EH17 8TL","£210,000  on 19 July 2024"
"22 Broomfield Crescent, Edinburgh, EH12 7LT","£185,000  on 19 July 2024"
"2 Wheatfield Place, Edinburgh, EH11 2PD","£160,000  on 19 July 2024"
"Flat 23, 22 Pillans Place, Edinburgh, EH6 7AZ","£285,000  on 19 July 2024,£250,000  on 22 January 2020"
"45/9, Marionville Road, Edinburgh, EH7 6AG","£250,000  on 19 July 2024"
"1F1, 11 Bellevue Road, Edinburgh, EH7 4DA","£315,000  on 19 July 2024,£320,225  on 28 May 2021"
"89/9, Henderson Street, Edinburgh, EH6 6ED","£260,000  on 19 July 2024"
"10/8 Chancelot Terrace, Edinburgh, EH6 4ST","£265,000  on 19 July 2024"
"25 Wardie Dell, Edinburgh, EH5 1AE","£420,000  on 19 July 2024"
"8 Castle Gogar Rigg, Edinburgh, EH12 9FP","£1,200,000  on 19 July 2024"
"46, Moat Street, Edinburgh, EH14 1PH","£161,200  on 19 July 2024"
"51/1, Roseburn Terrace, Edinburgh, EH12 5NQ","£250,000  on 19 July 2024,£53,000  on 24 April 2020"
"35 Logie Green Road, Edinburgh, EH7 4EY","£172,500  on 19 July 2024"
"106/6 Crewe Road North, Edinburgh, EH5 2NE","£220,000  on 19 July 2024,£189,995  on 23 September 2021"
"8/6 Sheriff Park, Edinburgh, EH6 6DY","£157,500  on 19 July 2024"
"221/12 Portobello High Street, Edinburgh, EH15 2AN","£165,000  on 19 July 2024"
"113 Comiston Road, Edinburgh, EH10 6AQ","£330,000  on 19 July 2024"
"25 Stewart Terrace, South Queensferry, West Lothian, EH30 9RL","£150,000  on 19 July 2024"
"12 Barnton Park Crescent, Edinburgh, EH4 6EP","£550,000  on 19 July 2024"
"12 St. Johns Terrace, Edinburgh, EH12 6NW","£540,000  on 19 July 2024"
"7 Bryson Road, Edinburgh, EH11 1ED","£250,000  on 19 July 2024"
"115 Captains Road, Edinburgh, EH17 8DT","£370,000  on 19 July 2024,£325,325  on 14 February 2020"
"82/1 Stenhouse Crescent, Edinburgh, EH11 3HU","£172,000  on 19 July 2024"
"11 Buckstone Gate, Edinburgh, EH10 6UH","£360,000  on 18 July 2024"
"Flat 13, 9 Victoria Quay, Edinburgh, EH6 6EZ","£517,500  on 18 July 2024"
"76 Cammo Grove, Edinburgh, EH4 8HB","£475,000  on 18 July 2024"
"10 O'donnel Street, Gilmerton, Edinburgh, EH17 8ZP","£339,995  on 18 July 2024"
"40/1, Newhaven Main Street, Edinburgh, EH6 4TB","£206,000  on 18 July 2024"
"56 Baberton Mains Wood, Edinburgh, EH14 3EZ","£420,000  on 18 July 2024"
"38/4, Comely Bank Street, Edinburgh, EH4 1BB","£377,500  on 18 July 2024"
"5 Crawfurd Road, Edinburgh, EH16 5PQ","£1,203,000  on 18 July 2024"
"25 Ellis Drive, Edinburgh, EH14 2AE","£343,000  on 18 July 2024"
"120 West Savile Terrace, Edinburgh, EH9 3EJ","£430,000  on 18 July 2024"
"8 North Platt Crescent, Ratho, Newbridge, EH28 8JT","£532,500  on 18 July 2024,£500,000  on 19 January 2023"
"38/4, Comely Bank Street, Edinburgh, EH4 1BB","£377,500  on 18 July 2024"
"15 South Gillsland Road, Edinburgh, EH10 5DE","£750,000  on 18 July 2024"
"70 Falcon Avenue, Edinburgh, EH10 4AW","£550,000  on 18 July 2024"
"87, Montgomery Street, Edinburgh, EH7 5HZ","£391,500  on 18 July 2024,£440,000  on 20 May 2022"
"Flat 3, 4 Bells Mills, Edinburgh, EH4 3DG","£470,000  on 18 July 2024"
"5/1, Bellevue Road, Edinburgh, EH7 4DA","£391,780  on 18 July 2024"
"Flat 1F1, 182, Easter Road, Edinburgh, EH7 5QQ","£228,500  on 18 July 2024"
"83/8 Hopetoun Street, Edinburgh, EH7 4NJ","£250,000  on 18 July 2024"
"23/12 Forbes Road, Edinburgh, EH10 4EG","£312,500  on 18 July 2024"
"77/27, Barnton Park View, Edinburgh, EH4 6EL","£165,000  on 18 July 2024"
"17 Foxhall View, Kirkliston, EH29 9GU","£404,995  on 18 July 2024"
"7/3, West Powburn, Edinburgh, EH9 3EN","£240,000  on 18 July 2024"
"60 Macdowall Road, Edinburgh, EH9 3EG","£670,000  on 18 July 2024"
"61 Hope Lane, Edinburgh, EH15 3AW","£320,000  on 18 July 2024"
"1/3 Pilrig Place, Edinburgh, EH6 5AG","£456,000  on 18 July 2024"
"24b/3 Polwarth Terrace, Edinburgh, EH11 1NA","£418,000  on 18 July 2024"
"63/6 St. Leonards Street, Edinburgh, EH8 9QR","£265,000  on 18 July 2024"
"1 Drylaw Gardens, Edinburgh, EH4 2AT","£695,337  on 18 July 2024"
"18 Murrayfield Gardens, Edinburgh, EH12 6DF","£1,100,000  on 18 July 2024"
"1/6 St. Leonards Hill, Edinburgh, EH8 9RZ","£361,550  on 18 July 2024"
"Flat 3, 9 Salamander Court, Edinburgh, EH6 7JP","£167,000  on 18 July 2024,£160,060  on 3 February 2021,£142,500  on 7 February 2020"
"7/3 Dicksonfield, Edinburgh, EH7 5ND","£291,500  on 18 July 2024"
"6 Sighthill Drive, Edinburgh, EH11 4QW","£204,000  on 18 July 2024"
"31B, Alderbank Terrace, Edinburgh, EH11 1TA","£775,555  on 18 July 2024"
"6 Peffer Bank, Edinburgh, EH16 4AW","£165,000  on 18 July 2024"
"21 Duntreath Crescent, Greendykes, Edinburgh, EH16 4BQ","£349,995  on 18 July 2024"
"22 Clufflat Brae, South Queensferry, EH30 9YQ","£340,500  on 18 July 2024"
"Flat 10, 19 Torwood Crescent, Edinburgh, EH12 9GL","£215,000  on 18 July 2024"
"2F2, 86 Montpelier Park, Edinburgh, EH10 4NG","£390,000  on 18 July 2024"
"6 Parkhead Terrace, Edinburgh, EH11 4RB","£180,000  on 18 July 2024"
"18/4, Eglinton Crescent, Edinburgh, EH12 5DD","£660,000  on 18 July 2024"
"Flat 13, 9 Handyside Place, Edinburgh, EH11 1ZH","£315,000  on 18 July 2024"
"5 Roseneath Street, Edinburgh, EH9 1JH","£410,000  on 18 July 2024"
"26, Fountainhall Road, Edinburgh, EH9 2LW","£875,000  on 18 July 2024"
"19 Claverhouse Drive, Edinburgh, EH16 6BX","£285,499  on 18 July 2024"
"24 Station View, South Queensferry, West Lothian, EH30 9DA","£717,000  on 18 July 2024"
"Flat 9, 3 Portobello High Street, Edinburgh, EH15 1DW","£400,000  on 17 July 2024"
"34 Carrick Knowe Terrace, Edinburgh, EH12 7ES","£264,000  on 17 July 2024,£160,250  on 26 May 2023"
"Flat 24, 4 Lochend Butterfly Way, Edinburgh, EH7 5BF","£237,000  on 17 July 2024"
"49 Fair A Far, Edinburgh, EH4 6QB","£367,500  on 17 July 2024"
"31/4 Hopetoun Street, Edinburgh, EH7 4NF","£275,555  on 17 July 2024"
"267 Braid Road, Edinburgh, EH10 6PB","£616,161  on 17 July 2024,£616,161  on 21 May 2024"
"27/5, Pirniefield Bank, Edinburgh, EH6 7QH","£186,466  on 17 July 2024"
"25 Broomhall Road, Edinburgh, EH12 7PL","£375,000  on 17 July 2024"
"5 Norwal Drive, Edinburgh, EH12 0ED","£649,995  on 17 July 2024"
"Flat 40, Lyle Court, 25 Barnton Grove, Edinburgh, EH4 6EZ","£218,000  on 17 July 2024"
"Flat 40, Lyle Court, 25 Barnton Grove, Edinburgh, EH4 6EZ","£218,000  on 17 July 2024"
"2F1, 14/9, Wardlaw Street, Edinburgh, EH11 1TR","£145,000  on 17 July 2024,£71,191  on 18 October 2020"
"Flat 2F4, 49 Logie Green Road, Edinburgh, EH7 4HB","£193,000  on 17 July 2024"
"2 Lawson Crescent, South Queensferry, EH30 9JE","£225,000  on 16 July 2024"
"Flat 6, 21 Geissler Drive, Edinburgh, EH6 6AN","£299,995  on 16 July 2024"
"7/2, Gayfield Square, Edinburgh, EH1 3NT","£475,000  on 16 July 2024"
"107/1, Bellevue Road, Edinburgh, EH7 4DG","£297,150  on 16 July 2024"
"1F2, 22 William Street, Edinburgh, EH3 7NH","£210,000  on 16 July 2024"
"19B, Meadowfield Terrace, Edinburgh, EH8 7NR","£816,000  on 16 July 2024,£785,000  on 11 February 2022"
"29 Drum Brae South, Edinburgh, EH12 8DT","£583,000  on 16 July 2024"
"Flat 12, 5 Thorntreeside, Edinburgh, EH6 8FG","£250,000  on 16 July 2024"
"705/3, Ferry Road, Edinburgh, EH4 2TZ","£140,000  on 16 July 2024"
"Flat 5, 3 Shoemakers Square, Edinburgh, EH8 8FW","£390,000  on 16 July 2024"
"4 Pentland Road, Edinburgh, EH13 0JA","£1,950,000  on 16 July 2024"
"9 Gracemount Square, Edinburgh, EH16 6EG","£195,000  on 16 July 2024"
"11 Canon Street, Edinburgh, EH3 5HE","£240,000  on 16 July 2024"
"Flat 13, 3 North Pilrig Heights, Edinburgh, EH6 5FF","£239,500  on 16 July 2024"
"4 New Broughton, Edinburgh, EH3 6PA","£690,000  on 16 July 2024,£672,500  on 5 May 2023"
"30 Niddrie Marischal Street, Edinburgh, EH16 4NA","£202,000  on 16 July 2024"
"8A/4, Leslie Place, Edinburgh, EH4 1NH","£210,000  on 16 July 2024"
"12 Drum Brae Place, Edinburgh, EH12 8TQ","£350,000  on 16 July 2024"
"74 Wester Drylaw Place, Edinburgh, EH4 2TG","£261,000  on 16 July 2024"
"63/6 Montgomery Street, Edinburgh, EH7 5HZ","£397,000  on 16 July 2024"
"Flat 47, Flat 4, 26 Easter Dalry Wynd, Edinburgh, EH11 2TJ","£345,000  on 16 July 2024"
"42/2, Brunswick Road, Edinburgh, EH7 5PF","£180,000  on 16 July 2024"
"107 Trinity Road, Edinburgh, EH5 3JY","£1,285,000  on 15 July 2024"
"13/3, Dorset Place, Edinburgh, EH11 1JQ","£265,000  on 15 July 2024"
"Flat 1, 114C Colinton Road, Edinburgh, EH14 1BY","£585,000  on 15 July 2024"
"9/1, Restalrig House, 22 Restalrig Gardens, Edinburgh, EH7 6HY","£110,000  on 15 July 2024"
"14/1 Hermand Terrace, Edinburgh, EH11 1QZ","£250,000  on 15 July 2024"
"100/17 Great Junction Street, Edinburgh, EH6 5LD","£250,000  on 15 July 2024"
"Flat 12, 15 Allanfield Place, Edinburgh, EH7 5AL","£185,000  on 15 July 2024"
"95a Drum Street, Edinburgh, EH17 8RH","£197,500  on 15 July 2024"
"19/1 East Preston Street, Edinburgh, EH8 9QG","£420,000  on 15 July 2024"
"5 Shoemakers Close, Edinburgh, EH8 8FU","£700,000  on 15 July 2024"
"54 Cassidy Wynd, Balerno, EH14 7FE","£1,350,000  on 15 July 2024,£1,150,000  on 4 August 2022"
"3A, Prospect Bank Place, Edinburgh, EH6 7PT","£185,000  on 15 July 2024"
"2F1, 17 Polwarth Place, Edinburgh, EH11 1LG","£315,000  on 15 July 2024"
"Flat 8, 27 Lanark Road, Edinburgh, EH14 1TG","£390,000  on 15 July 2024"
"23 Allan Park Crescent, Edinburgh, EH14 1LE","£475,000  on 15 July 2024"
"11/2 Magdalene Gardens, Edinburgh, EH15 3DG","£168,000  on 15 July 2024"
"10/3 Loganlea Gardens, Edinburgh, EH7 6LH","£170,000  on 15 July 2024"
"53/6, Firrhill Drive, Edinburgh, EH13 9EU","£135,000  on 15 July 2024"
"Flat 10, 5 Shoemakers Square, Edinburgh, EH8 8FW","£489,250  on 15 July 2024"
"1/3, Loganlea Gardens, Edinburgh, EH7 6LJ","£130,000  on 15 July 2024"
"82 Montgomery Street, Edinburgh, EH7 5JA","£242,600  on 15 July 2024"
"Flat 6, 11 Warriston Road, Edinburgh, EH7 4HJ","£295,000  on 15 July 2024"
"3 Corrigan Street, Newcraighall, Musselburgh, EH21 8SP","£380,000  on 15 July 2024"
"12 Orchard Road, Edinburgh, EH4 2ES","£332,000  on 15 July 2024,£335,000  on 24 January 2020"
"3/60, Hailesland Park, Edinburgh, EH14 2RG","£79,023  on 15 July 2024"
"2/8, Lorne Square, Edinburgh, EH6 8QR","£205,500  on 15 July 2024"
"12 Orchard Road, Edinburgh, EH4 2ES","£332,000  on 15 July 2024,£335,000  on 24 January 2020"
"Flat 6, 11 Warriston Road, Edinburgh, EH7 4HJ","£295,000  on 15 July 2024"
"65/2 Stenhouse Crescent, Edinburgh, EH11 3HX","£167,000  on 15 July 2024"
"1 Provost Haugh, Currie, Midlothian, EH14 5DD","£175,000  on 15 July 2024"
"78 Fernieside Crescent, Edinburgh, EH17 7HR","£220,000  on 13 July 2024"
"27 Lilybank Wynd, Ratho Station, Newbridge, EH28 8AQ","£214,796  on 12 July 2024"
"8/9, Blackwood Crescent, Edinburgh, EH9 1QY","£308,000  on 12 July 2024"
"26 Ardshiel Avenue, Edinburgh, EH4 7HP","£290,000  on 12 July 2024"
"40 Marchbank Drive, Balerno, EH14 7ER","£411,059  on 12 July 2024"
"53 Baroque Drive, Danderhall, Dalkeith, EH22 1PA","£389,995  on 12 July 2024"
"29 Craighall Avenue, Musselburgh, EH21 8FP","£275,995  on 12 July 2024"
"12 Yewlands Gardens, Edinburgh, EH16 6TA","£420,000  on 12 July 2024"
"Flat 1, 9 Restalrig Crescent, Edinburgh, EH7 6EU","£110,000  on 12 July 2024"
"3F1, 14 Parkside Street, Edinburgh, EH8 9RJ","£222,000  on 12 July 2024"
"Flat 10, 22 Lochend Butterfly Way, Edinburgh, EH7 5BF","£198,000  on 12 July 2024,£165,000  on 1 April 2022"
"17/3, Milton Street, Edinburgh, EH8 8EZ","£140,000  on 12 July 2024,£147,260  on 5 March 2021"
"18 Abercorn Crescent, Edinburgh, EH8 7HR","£515,000  on 12 July 2024"
"37 Branders Place, South Queensferry, EH30 9AQ","£455,000  on 12 July 2024"
"96/4 Orchard Brae Avenue, Edinburgh, EH4 2GB","£315,000  on 12 July 2024"
"Flat 4, 6 Papermill Wynd, Edinburgh, EH7 4GJ","£275,000  on 12 July 2024"
"1/104, Homeross House, Strathearn Road, Edinburgh, EH9 2QY","£160,000  on 12 July 2024"
"185 South Gyle Wynd, Edinburgh, EH12 9EZ","£175,000  on 12 July 2024"
"Flat 1F1, 10 Cheyne Street, Edinburgh, EH4 1JE","£302,500  on 12 July 2024"
"3 Blackford Glen Road, Edinburgh, EH16 6AD","£687,687  on 12 July 2024"
"Flat 1, 3 Arneil Drive, Edinburgh, EH5 2GR","£215,000  on 12 July 2024"
"1/3 Oxford Terrace, Edinburgh, EH4 1PX","£850,000  on 12 July 2024"
"Flat 5, 16 Hopetoun Street, Edinburgh, EH7 4GH","£295,000  on 12 July 2024"
"4 Joppa Terrace, Edinburgh, EH15 2HY","£130,000  on 12 July 2024"
"Flat 2, 2 Burnbrae Drive, Edinburgh, EH12 8AS","£240,000  on 12 July 2024,£210,115  on 15 January 2021"
"1/8 Russell Gardens, Edinburgh, EH12 5PG","£290,000  on 12 July 2024"
"37A, Thistle Street, Edinburgh, EH2 1DY","£375,000  on 12 July 2024"
"28/1 Clovenstone Gardens, Edinburgh, EH14 3HY","£144,500  on 12 July 2024"
"95/12 Albert Street, Edinburgh, EH7 5LY","£140,100  on 12 July 2024"
"5 Corbiehill Terrace, Edinburgh, EH4 5BA","£315,389  on 12 July 2024"
"34/1 East Fettes Avenue, Edinburgh, EH4 1RE","£290,555  on 12 July 2024"
"16/7, Bryson Road, Edinburgh, EH11 1EE","£255,267  on 12 July 2024,£215,000  on 26 March 2021"
"Flat 2F1, 152 Mcdonald Road, Edinburgh, EH7 4NL","£320,150  on 12 July 2024,£250,000  on 15 January 2021"
"2 Durie Loan, Edinburgh, EH17 8TT","£200,000  on 12 July 2024"
"11/5, Hazelwood Grove, Edinburgh, EH16 5SY","£170,000  on 12 July 2024"
"22 Niddrie Marischal Crescent, Edinburgh, EH16 4LA","£160,000  on 12 July 2024"
"58 Oxgangs Farm Drive, Edinburgh, EH13 9PS","£350,000  on 12 July 2024"
"55 Craigentinny Road, Edinburgh, EH7 6RL","£208,000  on 12 July 2024"
"23/2, Telford Drive, Edinburgh, EH4 2NJ","£181,500  on 12 July 2024"
"7/7, North West Circus Place, Edinburgh, EH3 6ST","£585,000  on 12 July 2024"
"14 Hillside Street, Edinburgh, EH7 5HB","£315,000  on 12 July 2024"
"7 Henderson Street, Edinburgh, EH6 6BT","£165,000  on 12 July 2024"
"15 Observatory Road, Edinburgh, EH9 3HE","£955,318  on 12 July 2024"
"3B, Links Gardens Lane, Edinburgh, EH6 7JQ","£300,000  on 12 July 2024"
"3 Clackmae Grove, Edinburgh, EH16 6PD","£369,000  on 12 July 2024"
